Time (min:sec.ms),Engine Speed (RPM),Lambda Spec (),Lambda B1 Actual (),Lambda B2 Actual (),Fuel Injector (ms),STFT B1 (),STFT B2 (),HPFP Actual (hPa),HPFP Spec (hPa),Spark Advance (°),Accelerator Pedal (%),Throttle Position Actual (%),Boost Spec (mBar),Boost Actual (mBar),Knock Cylinder 1 (°),Knock Cylinder 2 (°),Knock Cylinder 3 (°),Knock Cylinder 4 (°),Knock Cylinder 5 (°),Knock Cylinder 6 (°),Bypass Valve (°),Air Mass (mg/stk),Intake Air Temp (°C),HPFP Capacity % (%),LPFP Pressure (Hpa),Engine Torque (NM),LPFP Pump Duty (%)
00:00.001,683,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00.010,683,0.996,,,,,,,,,,,,,,,,,,,,,,,,,
00:00.021,683,0.996,1.017,,,,,,,,,,,,,,,,,,,,,,,,
00:00.030,683,0.996,1.017,1.015,,,,,,,,,,,,,,,,,,,,,,,
00:00.041,683,0.996,1.017,1.015,0.844,,,,,,,,,,,,,,,,,,,,,,
00:00.050,683,0.996,1.017,1.015,0.844,-2,,,,,,,,,,,,,,,,,,,,,
00:00.061,683,0.996,1.017,1.015,0.844,-2,-1,,,,,,,,,,,,,,,,,,,,
00:00.070,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,,,,,,,,,,,,,,,,,,,
00:00.083,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,,,,,,,,,,,,,,,,,,
00:00.092,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,,,,,,,,,,,,,,,,,
00:00.101,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,,,,,,,,,,,,,,,,
00:00.111,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,,,,,,,,,,,,,,,
00:00.122,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,,,,,,,,,,,,,,
00:00.130,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,,,,,,,,,,,,,
00:00.141,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,,,,,,,,,,,,
00:00.152,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,,,,,,,,,,,
00:00.161,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,,,,,,,,,,
00:00.171,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,,,,,,,,,
00:00.183,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,,,,,,,,
00:00.191,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,,,,,,,
00:00.201,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,,,,,,
00:00.211,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,,,,,
00:00.221,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,,,,
00:00.231,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,,,
00:00.242,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,,
00:00.251,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,
00:00.261,683,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.279,684,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.291,684,0.996,1.017,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.302,684,0.996,1.015,1.015,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.311,684,0.996,1.015,1.017,0.844,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.322,684,0.996,1.015,1.017,0.812,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.331,684,0.996,1.015,1.017,0.812,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.342,684,0.996,1.015,1.017,0.812,-2,-1,40219.643,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.352,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40333.738,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.364,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,4.5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.372,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.381,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.390,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,443.692,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.401,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,440.043,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.410,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.421,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.430,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.441,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.450,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.462,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.471,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,58.832,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.484,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,144.443,62.25,11.623,4988.3,59.625,48.418
00:00.501,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.623,4988.3,59.625,48.418
00:00.512,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.623,4988.3,59.625,48.418
00:00.530,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,4988.3,59.625,48.418
00:00.545,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.625,48.418
00:00.563,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.578,684,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.594,685,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.612,685,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.621,685,0.996,1.015,1.017,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.630,685,0.996,1.015,1.018,0.812,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.641,685,0.996,1.015,1.018,0.836,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.650,685,0.996,1.015,1.018,0.836,-2,-1,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.661,685,0.996,1.015,1.018,0.836,-2,0,40272.71,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.671,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40280.67,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.684,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,5,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.691,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.701,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.711,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,446.76,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.722,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.629,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.731,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.741,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.751,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.762,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.771,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.784,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.791,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.037,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.802,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,143.383,62.25,11.662,5004.22,59.844,48.418
00:00.811,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.662,5004.22,59.844,48.418
00:00.821,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.662,5004.22,59.844,48.418
00:00.831,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,59.844,48.418
00:00.841,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,59.844,48.418
00:00.852,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.861,685,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.872,680,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.883,680,0.996,1.015,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.891,680,0.996,1.017,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.901,680,0.996,1.017,1.018,0.836,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.912,680,0.996,1.017,1.018,0.812,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.920,680,0.996,1.017,1.018,0.812,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.931,680,0.996,1.017,1.018,0.812,-2,0,40187.803,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.942,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40251.483,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.952,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,4,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.961,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.972,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.983,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,444.521,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:00.991,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.297,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.001,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.010,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.022,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.031,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.041,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.051,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.061,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.242,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.071,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,144.358,62.25,11.571,5004.22,60.406,48.418
00:01.084,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.571,5004.22,60.406,48.418
00:01.091,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.571,5004.22,60.406,48.418
00:01.102,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5004.22,60.406,48.418
00:01.111,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.406,48.418
00:01.121,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.131,680,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.142,682,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.151,682,0.996,1.017,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.161,682,0.996,1.015,1.018,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.171,682,0.996,1.015,1.017,0.812,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.184,682,0.996,1.015,1.017,0.84,-2,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.192,682,0.996,1.015,1.017,0.84,-1,0,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.202,682,0.996,1.015,1.017,0.84,-1,-1,40352.311,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.211,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.221,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.231,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.242,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.251,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,443.692,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.261,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.795,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.271,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.283,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.292,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.301,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.310,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.322,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.330,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,59.139,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.342,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.128,62.25,11.597,5020.14,60.031,48.418
00:01.352,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.597,5020.14,60.031,48.418
00:01.361,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.597,5020.14,60.031,48.418
00:01.371,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.031,48.418
00:01.383,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.031,48.418
00:01.391,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.401,682,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.412,681,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.421,681,0.996,1.015,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.431,681,0.996,1.018,1.017,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.442,681,0.996,1.018,1.014,0.84,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.451,681,0.996,1.018,1.014,0.812,-1,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.462,681,0.996,1.018,1.014,0.812,-2,-1,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.472,681,0.996,1.018,1.014,0.812,-2,0,40267.403,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.483,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40280.67,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.491,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.501,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.511,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
