Time (min:sec.ms),Engine Speed (RPM),Lambda Spec (),Lambda B1 Actual (),Lambda B2 Actual (),Fuel Injector (ms),STFT B1 (),STFT B2 (),HPFP Actual (hPa),HPFP Spec (hPa),Spark Advance (°),Accelerator Pedal (%),Throttle Position Actual (%),Boost Spec (mBar),Boost Actual (mBar),Knock Cylinder 1 (°),Knock Cylinder 2 (°),Knock Cylinder 3 (°),Knock Cylinder 4 (°),Knock Cylinder 5 (°),Knock Cylinder 6 (°),Bypass Valve (°),Air Mass (mg/stk),Intake Air Temp (°C),HPFP Capacity % (%),LPFP Pressure (Hpa),Engine Torque (NM),LPFP Pump Duty (%)
00:35.753,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.49,417.904,385.318,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.762,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.49,417.904,385.318,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.773,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,417.904,385.318,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.785,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,385.318,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.793,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.803,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.812,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.823,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.832,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.843,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.852,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,70.829,129.967,60,11.099,5152.808,60.281,47.792
00:35.864,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,129.967,60,11.099,5152.808,60.281,47.792
00:35.873,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.099,5152.808,60.281,47.792
00:35.884,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.099,5152.808,60.281,47.792
00:35.893,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5152.808,60.281,47.792
00:35.904,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,60.281,47.792
00:35.912,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.792
00:35.923,821,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.932,799,0.966,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.943,799,0.982,0.852,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.952,799,0.982,0.901,0.862,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.962,799,0.982,0.901,0.903,0.904,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.972,799,0.982,0.901,0.903,0.92,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.984,799,0.982,0.901,0.903,0.92,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:35.992,799,0.982,0.901,0.903,0.92,0,0,38903.576,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.003,799,0.982,0.901,0.903,0.92,0,0,39497.929,40617.647,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.012,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.023,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.032,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.043,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,437.058,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.052,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,426.777,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.063,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.072,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.084,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.092,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.102,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.112,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.123,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,66.932,136.558,60,11.546,5073.207,61.281,47.754
00:36.134,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,136.558,60,11.546,5073.207,61.281,47.754
00:36.143,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,11.546,5073.207,61.281,47.754
00:36.152,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,11.546,5073.207,61.281,47.754
00:36.163,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,5073.207,61.281,47.754
00:36.173,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,61.281,47.754
00:36.185,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.754
00:36.193,799,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.204,782,0.982,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.213,782,0.996,0.901,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.223,782,0.996,0.945,0.903,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.232,782,0.996,0.945,0.951,0.92,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.244,782,0.996,0.945,0.951,0.912,0,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.253,782,0.996,0.945,0.951,0.912,-5,0,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.263,782,0.996,0.945,0.951,0.912,-5,-5,39497.929,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.273,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40609.687,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.286,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,4.5,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.292,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.302,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.314,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,444.189,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.323,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,437.141,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.332,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.343,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.352,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.362,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.372,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.384,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.392,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,65.702,146.308,60,12.071,4975.033,62.719,47.749
00:36.403,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,146.308,60,12.071,4975.033,62.719,47.749
00:36.412,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.071,4975.033,62.719,47.749
00:36.423,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.071,4975.033,62.719,47.749
00:36.432,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4975.033,62.719,47.749
00:36.444,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,62.719,47.749
00:36.452,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.749
00:36.463,782,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.473,765,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.484,765,0.996,0.945,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.493,765,0.996,0.979,0.951,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.503,765,0.996,0.979,0.984,0.912,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.513,765,0.996,0.979,0.984,0.952,-5,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.524,765,0.996,0.979,0.984,0.952,-4,-5,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.532,765,0.996,0.979,0.984,0.952,-4,-4,39853.479,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.543,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,40880.33,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.553,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,1,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.563,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.572,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,5.098,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.584,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,445.184,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.602,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,445.765,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.613,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.623,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.632,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.643,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.654,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.663,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.672,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,64.677,150.504,60,12.596,4940.54,61.219,47.766
00:36.684,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,150.504,60,12.596,4940.54,61.219,47.766
00:36.692,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.596,4940.54,61.219,47.766
00:36.702,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.596,4940.54,61.219,47.766
00:36.712,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4940.54,61.219,47.766
00:36.723,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,61.219,47.766
00:36.733,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.766
00:36.743,765,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.752,759,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.762,759,0.996,0.979,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.772,759,0.996,0.99,0.984,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.785,759,0.996,0.99,1.004,0.952,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.792,759,0.996,0.99,1.004,0.92,-4,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.803,759,0.996,0.99,1.004,0.92,-3,-4,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.814,759,0.996,0.99,1.004,0.92,-3,-3,40071.055,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.823,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41034.225,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.832,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,0.5,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.844,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.852,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.706,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.863,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,442.863,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.872,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,451.32,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.885,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.893,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.903,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.912,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.923,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.932,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.943,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.959,149.635,60,12.749,4924.619,59.25,47.798
00:36.953,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,149.635,60,12.749,4924.619,59.25,47.798
00:36.963,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.749,4924.619,59.25,47.798
00:36.973,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.749,4924.619,59.25,47.798
00:36.985,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4924.619,59.25,47.798
00:36.993,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,59.25,47.798
00:37.004,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.798
00:37.013,759,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.024,753,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.031,753,0.996,0.99,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.043,753,0.996,0.993,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.053,753,0.996,0.993,1.004,0.92,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.063,753,0.996,0.993,1.004,0.916,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.072,753,0.996,0.993,1.004,0.916,-3,-3,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.084,753,0.996,0.993,1.004,0.916,-3,-2,40394.765,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.092,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,41071.372,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.103,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,40917.477,-2,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.113,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,40917.477,-0.5,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.122,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,40917.477,-0.5,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.133,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,40917.477,-0.5,14.51,4.314,432.912,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.143,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,40917.477,-0.5,14.51,4.314,439.38,447.672,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
00:37.152,753,0.996,0.993,1.004,0.916,-3,-2,40681.328,40917.477,-0.5,14.51,4.314,439.38,444.106,0,0,0,0,0,0,63.856,146.668,60,12.355,4929.926,57.406,47.829
